CN-2017-101414,2017-08-03,定远路店,信用卡,2017-08-05,1,Cust-14515,徐嘉丽,消费者,洛阳,河南,中南,Prod-10000374,Harbour_Creations_椅垫_可调,家具,椅子,625.716,2,0.1,250.236,王倩倩,0,2017
CN-2017-101415,2017-08-03,定远路店,其它,2017-08-06,1,Cust-16990,谷莲,公司,洛阳,河南,中南,Prod-10002633,罗技_记忆卡_耐用,技术,配件,1933.68,4,0,946.96,王倩倩,0,2017
CN-2017-101416,2017-08-03,海恒店,支付宝,2017-08-08,6,Cust-10405,袁保,公司,杭州,浙江,华东,Prod-10004893,Tenex_盒_蓝色,办公用品,收纳具,308,4,0,119.84,杨洪光,0,2017
CN-2017-101417,2017-08-03,临泉路,其它,2017-08-08,6,Cust-10405,袁保,公司,杭州,浙江,华东,Prod-10001579,Jiffy_外皮和封条_每套_50_个,办公用品,信封,186.76,2,0,82.04,杨洪光,0,2017
CN-2017-101418,2017-08-03,金寨店,其它,2017-08-08,6,Cust-10405,袁保,公司,杭州,浙江,华东,Prod-10000166,SanDisk_闪存驱动器_耐用,技术,配件,333.9,3,0.4,49.98,杨洪光,0,2017
CN-2017-101419,2017-08-04,临泉路,其它,2017-08-06,1,Cust-14245,白欢,小型企业,碣石,广东,中南,Prod-10001067,Cuisinart_搅拌机_黑色,办公用品,器具,619.92,2,0,204.4,王倩倩,0,2017
CN-2017-101420,2017-08-04,临泉路,其它,2017-08-08,6,Cust-11545,唐忠,公司,潍坊,山东,华东,Prod-10004131,Rogers_文件夹_金属,办公用品,收纳具,555.52,4,0,205.52,杨洪光,0,2017
CN-2017-101421,2017-08-04,庐江路,支付宝,2017-08-09,6,Cust-20410,严盛,消费者,宁波,浙江,华东,Prod-10001852,Bevis_会议桌_组装,家具,桌子,6908.384,4,0.6,-6908.496,杨洪光,0,2017
CN-2017-101422,2017-08-04,燎原店,信用卡,2017-08-09,6,Cust-20410,严盛,消费者,宁波,浙江,华东,Prod-10004866,Kraft_马尼拉纸信封_红色,办公用品,信封,420.42,3,0,21,杨洪光,0,2017
CN-2017-101423,2017-08-04,燎原店,微信,2017-08-09,6,Cust-11890,曾岱,消费者,定陶,山东,华东,Prod-10002783,SanDisk_路由器_回收,技术,配件,2372.16,2,0,616.56,杨洪光,1,2017
CN-2017-101424,2017-08-04,庐江路,其它,2017-08-11,6,Cust-18595,田妮,小型企业,南宁,广西,中南,Prod-10002176,贝尔金_鼠标_耐用,技术,配件,190.96,1,0,43.82,王倩倩,0,2017
CN-2017-101425,2017-08-05,金寨店,信用卡,2017-08-09,6,Cust-14230,彭欢,公司,许昌,河南,中南,Prod-10002061,Hewlett_无线传真机_彩色,技术,复印机,8904.7,5,0,3205.3,王倩倩,0,2017
CN-2017-101426,2017-08-05,杨店店,信用卡,2017-08-10,3,Cust-17710,秦乐,消费者,汕头,广东,中南,Prod-10000386,惠普_无线传真机_红色,技术,复印机,3345.16,2,0,1103.76,王倩倩,0,2017
CN-2017-101427,2017-08-05,金寨店,其它,2017-08-12,6,Cust-15580,薛关茵,消费者,加格达奇,内蒙古,华北,Prod-10000548,Harbour_Creations_可去除的标签_耐用,办公用品,标签,400.96,8,0,47.04,张怡莲,0,2017
CN-2017-101428,2017-08-05,庐江路,其它,2017-08-12,6,Cust-15580,薛关茵,消费者,加格达奇,内蒙古,华北,Prod-10003151,Novimex_凳子_每套两件,家具,椅子,1400.364,3,0.4,-653.856,张怡莲,0,2017
CN-2017-101429,2017-08-06,人民路店,信用卡,2017-08-06,0,Cust-20230,麦实,公司,宿州,安徽,华东,Prod-10004772,Stanley_钢笔_金属,办公用品,美术,253.344,6,0.2,-44.856,杨洪光,0,2017
CN-2017-101430,2017-08-06,杨店店,微信,2017-08-06,0,Cust-20230,麦实,公司,宿州,安徽,华东,Prod-10000084,KitchenAid_烤面包机_黑色,办公用品,器具,1977.5,5,0,691.6,杨洪光,0,2017
CN-2017-101431,2017-08-06,定远路店,其它,2017-08-09,3,Cust-11470,陈忠,公司,义乌,浙江,华东,Prod-10004302,Brother_无线传真机_数字化,技术,复印机,6357.96,6,0.4,-318.36,杨洪光,0,2017
CN-2017-101432,2017-08-06,临泉路,支付宝,2017-08-10,6,Cust-11380,杨诚,公司,任丘,河北,华北,Prod-10004864,Hewlett_传真机_红色,技术,复印机,2969.12,2,0,1098.44,张怡莲,0,2017
CN-2017-101433,2017-08-06,庐江路,其它,2017-08-10,6,Cust-19795,巩晒明,小型企业,高密,山东,华东,Prod-10000506,Enermax_羊皮纸_优质,办公用品,纸张,502.74,7,0,180.32,杨洪光,0,2017
CN-2017-101434,2017-08-06,金寨店,其它,2017-08-10,3,Cust-11290,周诚,消费者,重庆,重庆,西南,Prod-10004334,Rogers_锁柜_蓝色,办公用品,收纳具,1975.12,2,0,730.52,姜伟,0,2017
CN-2017-101435,2017-08-06,金寨店,其它,2017-08-10,6,Cust-11380,杨诚,公司,任丘,河北,华北,Prod-10003663,Eldon_框架_一包多件,家具,用具,1628.34,3,0,569.52,张怡莲,0,2017
CN-2017-101436,2017-08-06,人民路店,微信,2017-08-10,3,Cust-19600,林青,消费者,南宁,广西,中南,Prod-10004006,Novimex_扶手椅_黑色,家具,椅子,15305.472,8,0.1,4930.912,王倩倩,0,2017
CN-2017-101437,2017-08-06,庐江路,信用卡,2017-08-10,3,Cust-19600,林青,消费者,南宁,广西,中南,Prod-10000619,贝尔金_闪存驱动器_耐用,技术,配件,1180.2,6,0,365.4,王倩倩,0,2017
CN-2017-101438,2017-08-06,定远路店,其它,2017-08-10,3,Cust-19600,林青,消费者,南宁,广西,中南,Prod-10001875,Avery_文件夹标签_可调,办公用品,标签,229.32,7,0,114.66,王倩倩,0,2017
CN-2017-101439,2017-08-07,庐江路,微信,2017-08-12,3,Cust-14095,韦华,公司,天津,天津,华北,Prod-10002009,GlobeWeis_邮寄品_回收,办公用品,信封,522.9,3,0,209.16,张怡莲,0,2017
CN-2017-101440,2017-08-07,庐江路,其它,2017-08-13,6,Cust-11785,邓达侠,消费者,合肥,安徽,华东,Prod-10003266,Harbour_Creations_沙滩椅_黑色,家具,椅子,828.66,3,0,132.3,杨洪光,0,2017
CN-2017-101441,2017-08-07,海恒店,支付宝,2017-08-13,6,Cust-11785,邓达侠,消费者,合肥,安徽,华东,Prod-10001080,夏普_无线传真机_彩色,技术,复印机,10006.08,6,0,99.96,杨洪光,0,2017
CN-2017-101442,2017-08-07,临泉路,其它,2017-08-13,6,Cust-11785,邓达侠,消费者,合肥,安徽,华东,Prod-10004278,GlobeWeis_邮寄品_银色,办公用品,信封,764.4,4,0,45.36,杨洪光,0,2017
CN-2017-101443,2017-08-07,金寨店,微信,2017-08-13,6,Cust-10375,邓保,消费者,青岛,山东,华东,Prod-10000491,惠普_传真机_彩色,技术,复印机,1406.44,1,0,576.52,杨洪光,0,2017
CN-2017-101444,2017-08-07,燎原店,信用卡,2017-08-13,6,Cust-10375,邓保,消费者,青岛,山东,华东,Prod-10001992,三星_充电器_全尺寸,技术,电话,8924.16,3,0,1784.58,杨洪光,0,2017
CN-2017-101445,2017-08-07,金寨店,信用卡,2017-08-13,6,Cust-11785,邓达侠,消费者,合肥,安徽,华东,Prod-10001831,SanDisk_令_优质,办公用品,纸张,556.08,4,0,155.68,杨洪光,0,2017
CN-2017-101446,2017-08-07,庐江路,其它,2017-08-13,6,Cust-11785,邓达侠,消费者,合肥,安徽,华东,Prod-10000735,Fellowes_文件夹_单宽度,办公用品,收纳具,370.02,3,0,129.36,杨洪光,0,2017
CN-2017-101447,2017-08-07,人民路店,其它,2017-08-14,6,Cust-16465,邓黎明,消费者,随州,湖北,中南,Prod-10002744,Eldon_盒_单宽度,办公用品,收纳具,192.08,4,0,22.96,王倩倩,0,2017
CN-2017-101448,2017-08-08,临泉路,其它,2017-08-08,0,Cust-16795,廖立,小型企业,济宁,山东,华东,Prod-10000832,Ames_商业信封_红色,办公用品,信封,169.68,2,0,54.04,杨洪光,0,2017
CN-2017-101449,2017-08-08,人民路店,其它,2017-08-08,0,Cust-16795,廖立,小型企业,济宁,山东,华东,Prod-10003175,Avery_装订机_实惠,办公用品,装订机,60.2,1,0,28.28,杨洪光,0,2017
CN-2017-101450,2017-08-08,众兴店,信用卡,2017-08-08,0,Cust-16795,廖立,小型企业,济宁,山东,华东,Prod-10003186,Acme_修剪器_工业,办公用品,用品,1509.2,7,0,437.08,杨洪光,0,2017
CN-2017-101451,2017-08-08,杨店店,支付宝,2017-08-08,0,Cust-15040,施菊,消费者,泉州,福建,华东,Prod-10004353,Elite_开信刀_工业,办公用品,用品,269.92,2,0,118.72,杨洪光,0,2017
CN-2017-101452,2017-08-08,临泉路,微信,2017-08-10,3,Cust-14950,韦锦,消费者,郑州,河南,中南,Prod-10000355,Hon_有色标签_耐用,办公用品,标签,246.4,4,0,90.72,王倩倩,0,2017
CN-2017-101453,2017-08-08,人民路店,微信,2017-08-10,3,Cust-14950,韦锦,消费者,郑州,河南,中南,Prod-10004528,Bush_书库_白色,家具,书架,3423.84,2,0,958.44,王倩倩,0,2017
CN-2017-101454,2017-08-08,庐江路,信用卡,2017-08-10,1,Cust-20335,邢盛,消费者,廉洲,广东,中南,Prod-10001075,Smead_运输标签_可调,办公用品,标签,133.14,3,0,21,王倩倩,0,2017
CN-2017-101455,2017-08-08,燎原店,支付宝,2017-08-10,1,Cust-20335,邢盛,消费者,廉洲,广东,中南,Prod-10000816,Green_Bar_令_优质,办公用品,纸张,138.88,1,0,35.98,王倩倩,0,2017
CN-2017-101456,2017-08-08,庐江路,支付宝,2017-08-12,6,Cust-16000,黄磊,消费者,佳木斯,黑龙江,东北,Prod-10001224,Jiffy_局间信封_红色,办公用品,信封,932.96,4,0,55.44,郝杰,0,2017
CN-2017-101457,2017-08-08,庐江路,信用卡,2017-08-12,6,Cust-20065,赵升,消费者,上海,上海,华东,Prod-10003387,Advantus_回形针_金属,办公用品,系固件,196.98,3,0,57.12,杨洪光,0,2017
CN-2017-101458,2017-08-08,临泉路,支付宝,2017-08-13,6,Cust-20725,廖松,消费者,北京,北京,华北,Prod-10003619,Sauder_书库_传统,家具,书架,14471.52,8,0,6222.72,张怡莲,0,2017
CN-2017-101459,2017-08-08,定远路店,微信,2017-08-14,6,Cust-19195,俞平,小型企业,昆明,云南,西南,Prod-10001364,夏普_传真复印机_数字化,技术,复印机,3140.48,5,0.2,-667.52,姜伟,0,2017
CN-2017-101460,2017-08-08,杨店店,微信,2017-08-14,6,Cust-19195,俞平,小型企业,昆明,云南,西南,Prod-10004464,Wilson_Jones_标签_实惠,办公用品,装订机,180.6,6,0,72.24,姜伟,0,2017
CN-2017-101461,2017-08-08,定远路店,其它,2017-08-14,6,Cust-19195,俞平,小型企业,昆明,云南,西南,Prod-10002857,Advantus_橡皮筋_整包,办公用品,系固件,309.68,4,0,101.92,姜伟,0,2017
CN-2017-101462,2017-08-08,海恒店,支付宝,2017-08-14,6,Cust-20155,毛升,小型企业,宿州,安徽,华东,Prod-10003118,Brother_传真复印机_红色,技术,复印机,2655.66,3,0,849.66,杨洪光,0,2017
CN-2017-101463,2017-08-08,海恒店,其它,2017-08-14,6,Cust-20155,毛升,小型企业,宿州,安徽,华东,Prod-10004986,贝尔金_路由器_回收,技术,配件,2394.56,2,0,885.92,杨洪光,0,2017
CN-2017-101464,2017-08-08,众兴店,其它,2017-08-15,6,Cust-14935,曾锦,公司,晋江,海南,中南,Prod-10000306,Smead_文件夹_单宽度,办公用品,收纳具,735.84,9,0,264.6,王倩倩,0,2017
CN-2017-101465,2017-08-09,定远路店,支付宝,2017-08-11,1,Cust-16945,冯莲,公司,徐城,广东,中南,Prod-10003619,Sauder_书库_传统,家具,书架,3617.88,2,0,1555.68,王倩倩,0,2017
CN-2017-101466,2017-08-09,临泉路,支付宝,2017-08-11,3,Cust-14350,方惠,消费者,开通,吉林,东北,Prod-10002475,诺基亚_办公室电话机_全尺寸,技术,电话,929.88,3,0,288.12,郝杰,0,2017
CN-2017-101467,2017-08-09,金寨店,信用卡,2017-08-11,3,Cust-14350,方惠,消费者,开通,吉林,东北,Prod-10004634,Hon_圆桌_黑色,家具,桌子,7222.74,4,0.25,1733.06,郝杰,0,2017
CN-2017-101468,2017-08-09,定远路店,支付宝,2017-08-11,3,Cust-14350,方惠,消费者,开通,吉林,东北,Prod-10000341,Office_Star_椅垫_红色,家具,椅子,921.48,3,0,36.54,郝杰,0,2017
CN-2017-101469,2017-08-09,人民路店,信用卡,2017-08-11,3,Cust-14350,方惠,消费者,开通,吉林,东北,Prod-10001899,Cameo_马尼拉纸信封_银色,办公用品,信封,411.6,3,0,7.98,郝杰,0,2017
CN-2017-101470,2017-08-09,燎原店,支付宝,2017-08-11,1,Cust-17125,肖良,消费者,深圳,广东,中南,Prod-10000319,Rogers_锁柜_单宽度,办公用品,收纳具,3950.8,4,0,869.12,王倩倩,0,2017
CN-2017-101471,2017-08-09,金寨店,其它,2017-08-11,1,Cust-17125,肖良,消费者,深圳,广东,中南,Prod-10004837,SanDisk_笔记本_优质,办公用品,纸张,417.48,3,0,62.58,王倩倩,0,2017
CN-2017-101472,2017-08-09,燎原店,其它,2017-08-13,6,Cust-10030,贾嫒,公司,青岛,山东,华东,Prod-10003419,Stanley_记号笔_整包,办公用品,美术,943.74,9,0,122.22,杨洪光,0,2017
CN-2017-101473,2017-08-09,燎原店,其它,2017-08-13,3,Cust-13810,贺虹,公司,深圳,广东,中南,Prod-10000567,Jiffy_邮寄品_回收,办公用品,信封,671.44,4,0,335.44,王倩倩,0,2017
CN-2017-101474,2017-08-09,金寨店,其它,2017-08-13,3,Cust-13810,贺虹,公司,深圳,广东,中南,Prod-10003717,Elite_开信刀_蓝色,办公用品,用品,254.8,2,0,2.52,王倩倩,0,2017
CN-2017-101475,2017-08-09,定远路店,其它,2017-08-13,3,Cust-13810,贺虹,公司,深圳,广东,中南,Prod-10002081,Hamilton_Beach_炉灶_白色,办公用品,器具,5044.48,2,0,1109.64,王倩倩,0,2017
CN-2017-101476,2017-08-09,燎原店,微信,2017-08-13,3,Cust-13810,贺虹,公司,深圳,广东,中南,Prod-10002750,Bevis_咖啡桌_长方形,家具,桌子,2210.25,2,0.25,-206.43,王倩倩,0,2017
CN-2017-101477,2017-08-09,众兴店,信用卡,2017-08-13,6,Cust-21325,袁廷,消费者,晋江,海南,中南,Prod-10003619,Sauder_书库_传统,家具,书架,5426.82,3,0,2333.52,王倩倩,0,2017
CN-2017-101478,2017-08-09,海恒店,信用卡,2017-08-14,6,Cust-18160,邱梦,消费者,耒阳,湖南,中南,Prod-10001897,Boston_速写本_混合尺寸,办公用品,美术,193.312,1,0.2,28.952,王倩倩,0,2017
CN-2017-101479,2017-08-09,金寨店,其它,2017-08-14,6,Cust-18160,邱梦,消费者,耒阳,湖南,中南,Prod-10003069,KitchenAid_咖啡研磨机_银色,办公用品,器具,332.36,1,0,46.48,王倩倩,0,2017
CN-2017-101480,2017-08-09,定远路店,其它,2017-08-14,6,Cust-10705,彭彩,消费者,龙泉,云南,西南,Prod-10003910,冲电器_收据打印机_多色,技术,设备,5162.22,9,0,1186.92,姜伟,0,2017
CN-2017-101481,2017-08-09,燎原店,信用卡,2017-08-15,6,Cust-21835,余雯,消费者,鸡西,黑龙江,东北,Prod-10003557,Chromcraft_培训桌_组装,家具,桌子,3995.04,4,0.25,-1065.68,郝杰,0,2017
CN-2017-101482,2017-08-10,庐江路,其它,2017-08-10,0,Cust-18910,贾柏,小型企业,上海,上海,华东,Prod-10003147,StarTech_收据打印机_红色,技术,设备,502.74,1,0,30.1,杨洪光,0,2017
CN-2017-101483,2017-08-10,庐江路,支付宝,2017-08-10,0,Cust-18910,贾柏,小型企业,上海,上海,华东,Prod-10000373,Breville_冰箱_银色,办公用品,器具,7281.12,3,0,1528.8,杨洪光,0,2017
CN-2017-101484,2017-08-10,庐江路,其它,2017-08-10,0,Cust-15475,袁康,消费者,深圳,广东,中南,Prod-10001278,Bush_搁架_黑色,家具,书架,8861.16,11,0,2568.72,王倩倩,0,2017
CN-2017-101485,2017-08-10,众兴店,信用卡,2017-08-12,3,Cust-14455,陶惠,小型企业,西安,陕西,西北,Prod-10001248,Elite_大剪刀_工业,办公用品,用品,2042.46,9,0,284.76,江奕健,0,2017
CN-2017-101486,2017-08-10,杨店店,信用卡,2017-08-12,3,Cust-14455,陶惠,小型企业,西安,陕西,西北,Prod-10000976,SanDisk_鼠标_耐用,技术,配件,359.52,2,0,154.56,江奕健,0,2017
CN-2017-101487,2017-08-10,人民路店,信用卡,2017-08-13,1,Cust-21190,黄涛,小型企业,济南,山东,华东,Prod-10003121,Avery_有色标签_红色,办公用品,标签,183.54,3,0,31.08,杨洪光,0,2017
CN-2017-101488,2017-08-10,杨店店,信用卡,2017-08-13,1,Cust-21190,黄涛,小型企业,济南,山东,华东,Prod-10001224,Jiffy_局间信封_红色,办公用品,信封,1632.68,7,0,97.02,杨洪光,0,2017
CN-2017-101489,2017-08-10,人民路店,微信,2017-08-13,1,Cust-21190,黄涛,小型企业,济南,山东,华东,Prod-10004734,Tenex_框架_优质,家具,用具,1013.6,2,0,60.76,杨洪光,0,2017
CN-2017-101490,2017-08-10,临泉路,微信,2017-08-14,3,Cust-13600,徐虢,公司,济南,山东,华东,Prod-10004731,Enermax_羊皮纸_每包_12_个,办公用品,纸张,273.42,3,0,103.74,杨洪光,0,2017
CN-2017-101491,2017-08-10,海恒店,微信,2017-08-14,3,Cust-13600,徐虢,公司,济南,山东,华东,Prod-10003440,Hon_电脑桌_组装,家具,桌子,2764.776,2,0.4,-507.024,杨洪光,0,2017
CN-2017-101492,2017-08-10,海恒店,微信,2017-08-14,3,Cust-13600,徐虢,公司,济南,山东,华东,Prod-10001705,StarTech_电话_多色,技术,设备,1043.28,3,0,208.32,杨洪光,0,2017
CN-2017-101493,2017-08-10,庐江路,信用卡,2017-08-14,3,Cust-13600,徐虢,公司,济南,山东,华东,Prod-10000099,Brother_个人复印机_红色,技术,复印机,3950.52,6,0,789.6,杨洪光,0,2017
CN-2017-101494,2017-08-10,燎原店,微信,2017-08-14,3,Cust-13600,徐虢,公司,济南,山东,华东,Prod-10000850,Wilson_Jones_装订机盖_回收,办公用品,装订机,161.7,3,0,28.98,杨洪光,0,2017
CN-2017-101495,2017-08-10,众兴店,其它,2017-08-14,3,Cust-13600,徐虢,公司,济南,山东,华东,Prod-10001715,Avery_订书机_透明,办公用品,装订机,676.2,3,0,263.34,杨洪光,0,2017
CN-2017-101496,2017-08-10,金寨店,信用卡,2017-08-14,3,Cust-13600,徐虢,公司,济南,山东,华东,Prod-10004359,夏普_传真机_彩色,技术,复印机,12477.78,9,0,2370.06,杨洪光,0,2017
CN-2017-101497,2017-08-10,人民路店,其它,2017-08-15,6,Cust-19090,曹鹏,消费者,枣庄,山东,华东,Prod-10004648,Novimex_圆形标签_红色,办公用品,标签,28.42,1,0,12.74,杨洪光,0,2017
CN-2017-101498,2017-08-10,金寨店,微信,2017-08-15,3,Cust-11965,顾丹,公司,规阳,贵州,西南,Prod-10002973,摩托罗拉_办公室电话机_全尺寸,技术,电话,1022.7,3,0,470.4,姜伟,0,2017
CN-2017-101499,2017-08-10,庐江路,其它,2017-08-16,6,Cust-10090,陈安,消费者,昆明,云南,西南,Prod-10001017,三星_办公室电话机_混合尺寸,技术,电话,952.98,3,0,104.58,姜伟,0,2017
CN-2017-101500,2017-08-10,临泉路,其它,2017-08-16,6,Cust-10090,陈安,消费者,昆明,云南,西南,Prod-10001050,Brother_传真机_彩色,技术,复印机,2389.184,2,0.2,656.824,姜伟,0,2017
CN-2017-101501,2017-08-11,杨店店,其它,2017-08-13,3,Cust-18295,刘明,公司,内江,四川,西南,Prod-10002441,Fiskars_尺子_蓝色,办公用品,用品,40.404,1,0.4,-23.016,姜伟,0,2017
CN-2017-101502,2017-08-11,众兴店,其它,2017-08-13,3,Cust-18295,刘明,公司,内江,四川,西南,Prod-10000918,Acme_美工刀_锯齿状,办公用品,用品,289.8,3,0.4,-43.68,姜伟,0,2017
CN-2017-101503,2017-08-11,定远路店,信用卡,2017-08-13,3,Cust-17140,邢良,消费者,本溪,辽宁,东北,Prod-10000971,Brother_墨水_彩色,技术,复印机,2082.36,5,0.4,-1284.64,郝杰,0,2017
CN-2017-101504,2017-08-11,人民路店,其它,2017-08-13,3,Cust-18295,刘明,公司,内江,四川,西南,Prod-10004582,夏普_复印机_红色,技术,复印机,665.28,1,0.4,-443.52,姜伟,0,2017
CN-2017-101505,2017-08-11,燎原店,支付宝,2017-08-13,3,Cust-18295,刘明,公司,内江,四川,西南,Prod-10003555,Sauder_柜_金属,家具,书架,2791.152,6,0.4,139.272,姜伟,0,2017
CN-2017-101506,2017-08-11,杨店店,信用卡,2017-08-13,3,Cust-17140,邢良,消费者,本溪,辽宁,东北,Prod-10002717,Fiskars_剪刀_蓝色,办公用品,用品,453.936,7,0.4,-212.464,郝杰,0,2017
CN-2017-101507,2017-08-11,众兴店,其它,2017-08-13,3,Cust-17140,邢良,消费者,本溪,辽宁,东北,Prod-10000814,Cameo_商业信封_红色,办公用品,信封,764.96,8,0,328.16,郝杰,0,2017
CN-2017-101508,2017-08-11,燎原店,支付宝,2017-08-15,6,Cust-15130,黄娟,消费者,浯溪,湖南,中南,Prod-10001133,Sauder_书库_白色,家具,书架,10924.2,6,0,1419.6,王倩倩,0,2017
CN-2017-101509,2017-08-11,定远路店,信用卡,2017-08-15,6,Cust-11710,沈聪,消费者,铁岭,辽宁,东北,Prod-10000355,Hon_有色标签_耐用,办公用品,标签,61.6,1,0,22.68,郝杰,0,2017
CN-2017-101510,2017-08-11,人民路店,信用卡,2017-08-17,6,Cust-21145,钱涛,公司,潮州,广东,中南,Prod-10000942,思科_智能手机_整包,技术,电话,1293.32,2,0,258.44,王倩倩,0,2017
CN-2017-101511,2017-08-11,众兴店,信用卡,2017-08-17,6,Cust-21145,钱涛,公司,潮州,广东,中南,Prod-10000374,Harbour_Creations_椅垫_可调,家具,椅子,1251.432,4,0.1,500.472,王倩倩,0,2017
CN-2017-101512,2017-08-11,临泉路,其它,2017-08-17,6,Cust-20095,郝升,消费者,昭通,云南,西南,Prod-10001321,Eaton_笔记本_每包_12_个,办公用品,纸张,430.08,3,0,4.2,姜伟,1,2017
CN-2017-101513,2017-08-11,众兴店,信用卡,2017-08-17,6,Cust-20095,郝升,消费者,昭通,云南,西南,Prod-10004287,BIC_记号笔_蓝色,办公用品,美术,863.38,7,0,129.36,姜伟,1,2017
CN-2017-101514,2017-08-11,杨店店,其它,2017-08-17,6,Cust-20095,郝升,消费者,昭通,云南,西南,Prod-10001523,Enermax_路由器_回收,技术,配件,2390.64,2,0,454.16,姜伟,0,2017
CN-2017-101515,2017-08-11,定远路店,微信,2017-08-17,6,Cust-20095,郝升,消费者,昭通,云南,西南,Prod-10000459,Memorex_路由器_实惠,技术,配件,5744.9,5,0,2067.8,姜伟,0,2017
